source,destination,relationshipType,distance
spoon,child,is_X,1.890
spoon,game,X_is,2.570
spoon,throw,verb_phrase,3.880
spoon,fork,and_or,10.980
spoon,bowl,and_or,8.750
spoon,knife,and_or,8.670
spoon,cup,and_or,8.110
spoon,scoop,and_or,7.590
spoon,baby,possessor_of_x,2.600
spoon,dirty,subject_verb,8.100
spoon,feed,subject_verb,6.130
spoon,scoop,subject_verb,5.540
spoon,stir,subject_verb,5.310
spoon,dip,subject_verb,4.650
spoon,fork,modified_noun,7.090
spoon,sweet,modified_noun,6.490
spoon,full,modified_noun,6.330
every,second,adjective_predicates,3.400
every,other,adjective_predicates,0.220
every,and,modifiers,4.060
every,coat,object_verb,2.470
every,each,and_or,11.760
every,all,and_or,4.310
every,triangle,and_or,3.600
every,where,modified_noun,4.790
every,there,modified_noun,4.270
fall,short,adjective_predicates,8.810
fall,asleep,adjective_predicates,6.820
fall,last,modifiers,7.710
fall,snow,modifiers,7.480
fall,near,modifiers,7.340
fall,sharp,modifiers,7.310
fall,rain,modifiers,7.220
fall,hair,modifiers,6.610
fall,early,modifiers,6.150
fall,school,object_verb,6.420
fall,front,object_verb,6.360
fall,come,object_verb,6.120
fall,start,object_verb,5.710
fall,worm,is_X,7.840
fall,season,is_X,7.760
fall,season,X_is,10.620
fall,time,X_is,8.860
fall,close,X_is,6.550
fall,be,verb_phrase,7.530
fall,spring,and_or,10.630
fall,winter,and_or,10.490
fall,summer,and_or,10.230
fall,season,and_or,6.810
fall,rain,possessor_of_x,8.660
fall,plant,subject_verb,5.840
fall,winter,modified_noun,7.960
fall,season,modified_noun,7.920
fall,color,modified_noun,7.600
fall,river,modified_noun,7.230
fall,spring,modified_noun,7.230
fall,break,modified_noun,6.800
cook,careful,adjective_predicates,5.240
cook,top,adjective_predicates,4.880
cook,captain,modifiers,8.590
cook,apple,modifiers,6.610
cook,captain,object_verb,4.740
cook,stir,object_verb,4.270
cook,slow,object_verb,4.030
cook,mom,is_X,9.070
cook,grandmother,is_X,8.640
cook,grandma,is_X,8.140
cook,mother,is_X,7.790
cook,aunt,is_X,6.930
cook,grandfather,is_X,6.520
cook,captain,X_is,6.760
cook,pan,and_or,7.380
cook,baker,and_or,7.210
cook,oven,and_or,6.740
cook,ship,possessor_of_x,7.530
cook,apple,possessor_of_x,5.830
cook,restaurant,possessor_of_x,5.070
cook,stove,subject_verb,5.940
cook,stir,subject_verb,5.150
cook,stove,modified_noun,9.050
cook,off,modified_noun,7.210
wipe,clean,adjective_predicates,4.840
wipe,small,adjective_predicates,0.130
wipe,clean,object_verb,1.240
wipe,grab,object_verb,0.640
wipe,take,verb_phrase,1.260
wipe,spill,subject_verb,4.830
wipe,clean,subject_verb,4.430
wipe,away,modified_noun,5.420
wipe,clean,modified_noun,4.990
minute,early,adjective_predicates,9.760
minute,long,adjective_predicates,8.410
minute,outside,adjective_predicates,8.000
minute,last,modifiers,7.710
minute,last,object_verb,9.540
minute,wait,object_verb,9.420
minute,take,object_verb,7.760
minute,love,object_verb,6.650
minute,walk,object_verb,6.220
minute,time,is_X,9.570
minute,time,X_is,6.440
minute,go,verb_phrase,6.790
minute,second,and_or,11.060
minute,hour,and_or,10.870
minute,game,possessor_of_x,6.930
minute,walk,subject_verb,10.310
minute,drive,subject_verb,8.980
minute,count,subject_verb,6.350
minute,talk,subject_verb,6.190
minute,walk,modified_noun,9.640
minute,drive,modified_noun,8.030
minute,ride,modified_noun,7.670
minute,break,modified_noun,6.780
cool,nice,adjective_predicates,1.580
cool,new,adjective_predicates,0.750
cool,stay,modifiers,7.370
cool,daddy,modifiers,7.310
cool,so,modifiers,7.250
cool,look,modifiers,7.230
cool,too,modifiers,7.200
cool,be,modifiers,6.550
cool,stay,object_verb,6.320
cool,look,object_verb,6.190
cool,sound,object_verb,5.420
cool,lose,object_verb,5.040
cool,soft,is_X,8.190
cool,cold,is_X,7.190
cool,that,is_X,6.710
cool,that,X_is,10.810
cool,goal,X_is,4.080
cool,school,X_is,2.710
cool,show,verb_phrase,2.800
cool,take,verb_phrase,2.420
cool,warm,and_or,7.300
cool,hot,and_or,7.200
cool,he,possessor_of_x,8.180
cool,school,possessor_of_x,1.140
cool,lap,subject_verb,4.380
four,hot,adjective_predicates,2.660
four,new,adjective_predicates,1.360
four,nineteen,modifiers,7.010
four,belt,object_verb,5.070
four,hammer,object_verb,4.660
four,hit,object_verb,4.380
four,bottom,X_is,9.480
four,movie,X_is,5.040
four,story,X_is,3.240
four,game,X_is,2.570
four,six,and_or,11.970
four,three,and_or,10.490
four,eight,and_or,8.970
four,five,and_or,8.710
four,two,and_or,7.220
four,fox,possessor_of_x,5.450
four,man,possessor_of_x,1.870
four,side,subject_verb,4.100
four,pilot,subject_verb,3.920
school,open,adjective_predicates,7.300
school,high,modifiers,10.550
school,high,modifiers,10.050
school,middle,modifiers,8.270
school,finish,object_verb,8.240
school,start,object_verb,7.860
school,close,object_verb,7.560
school,high,is_X,7.310
school,time,X_is,7.220
school,give,verb_phrase,3.810
school,take,verb_phrase,3.480
school,hospital,and_or,8.570
school,home,and_or,8.330
school,teacher,and_or,8.170
school,girl,possessor_of_x,9.420
school,child,possessor_of_x,8.280
school,boy,possessor_of_x,8.190
school,open,subject_verb,7.040
school,have,subject_verb,6.850
school,start,subject_verb,6.790
school,do,subject_verb,6.480
school,close,subject_verb,6.470
school,teacher,modified_noun,9.180
school,year,modified_noun,9.120
school,child,modified_noun,8.550
school,day,modified_noun,7.480
hour,long,adjective_predicates,8.710
hour,early,adjective_predicates,8.430
hour,outside,adjective_predicates,8.010
hour,long,modifiers,8.200
hour,happy,modifiers,8.110
hour,work,object_verb,9.910
hour,last,object_verb,9.140
hour,wait,object_verb,7.720
hour,wake,object_verb,7.380
hour,take,object_verb,7.080
hour,open,object_verb,6.880
hour,sleep,object_verb,6.700
hour,time,is_X,9.610
hour,desk,is_X,9.180
hour,am,X_is,8.290
hour,noon,X_is,8.160
hour,stay,verb_phrase,11.820
hour,minute,and_or,10.870
hour,day,and_or,9.250
hour,morning,and_or,6.820
hour,evening,and_or,6.810
hour,library,possessor_of_x,7.880
hour,store,possessor_of_x,6.880
hour,shop,possessor_of_x,6.410
hour,climb,subject_verb,7.930
hour,drive,subject_verb,7.900
hour,sleep,subject_verb,7.590
hour,walk,subject_verb,7.050
hour,talk,subject_verb,6.900
hour,watch,subject_verb,6.880
hour,wait,subject_verb,6.710
hour,drive,modified_noun,7.920
hour,ride,modified_noun,7.640
parrot,skinny,adjective_predicates,7.770
parrot,green,adjective_predicates,5.120
parrot,happy,adjective_predicates,1.510
parrot,toucan,modifiers,7.180
parrot,belly,object_verb,5.840
parrot,talk,object_verb,4.660
parrot,front,object_verb,4.330
parrot,bird,is_X,5.960
parrot,love,is_X,2.690
parrot,pet,X_is,8.300
parrot,bird,X_is,7.810
parrot,fish,X_is,5.450
parrot,animal,X_is,4.950
parrot,pull,verb_phrase,2.170
parrot,toucan,and_or,9.330
parrot,monkey,and_or,7.770
parrot,peacock,and_or,7.700
parrot,captain,possessor_of_x,4.240
parrot,world,possessor_of_x,1.230
parrot,feather,subject_verb,5.390
parrot,chirp,subject_verb,5.340
parrot,nest,subject_verb,4.560
parrot,toucan,modified_noun,7.370
tricycle,ride,object_verb,6.340
tricycle,bike,is_X,5.020
tricycle,motorcycle,X_is,10.460
tricycle,fun,X_is,0.850
tricycle,fall,verb_phrase,3.510
tricycle,get,verb_phrase,1.480
tricycle,bicycle,and_or,7.900
tricycle,motorcycle,and_or,6.580
tricycle,child,possessor_of_x,1.240
tricycle,ride,subject_verb,1.930
did,they,modifiers,9.150
did,how,modifiers,7.980
did,he,modifiers,7.810
did,we,modifiers,7.770
did,she,modifiers,7.000
did,but,modifiers,6.750
did,so,and_or,6.380
did,not,and_or,4.470
did,do,and_or,4.000
did,trunk,and_or,2.660
did,fix,subject_verb,1.470
did,beat,subject_verb,0.720
did,bear,subject_verb,0.540
did,not,modified_noun,8.380
did,get,modified_noun,7.710
did,they,modified_noun,6.520
did,have,modified_noun,6.160
did,that,modified_noun,6.080
button,above,adjective_predicates,6.360
button,mouse,modifiers,9.050
button,push,modifiers,8.160
button,belly,modifiers,8.080
button,start,modifiers,8.050
button,play,modifiers,7.450
button,radio,modifiers,7.370
button,push,object_verb,9.360
button,hit,object_verb,8.690
button,tap,object_verb,8.040
button,top,is_X,7.880
button,bottom,is_X,7.680
button,mouse,is_X,6.980
button,circle,X_is,6.770
button,pop,verb_phrase,9.420
button,zipper,and_or,7.430
button,mouse,possessor_of_x,9.070
button,window,possessor_of_x,7.890
button,yes,possessor_of_x,7.790
button,mushroom,modified_noun,7.860
button,boots,modified_noun,6.300
button,nose,modified_noun,6.130
dig,deep,adjective_predicates,8.190
dig,you,modifiers,6.300
dig,big,modifiers,6.230
dig,clam,modifiers,5.830
dig,game,X_is,2.190
dig,show,verb_phrase,3.720
dig,summer,possessor_of_x,4.040
dig,year,possessor_of_x,1.060
dig,deep,modified_noun,8.170
dig,pink,modified_noun,6.400
brother,gentle,adjective_predicates,6.800
brother,sister,adjective_predicates,6.800
brother,asleep,adjective_predicates,6.670
brother,big,modifiers,8.870
brother,old,modifiers,8.220
brother,little,modifiers,7.230
brother,baby,modifiers,7.120
brother,father,modifiers,7.120
brother,lose,object_verb,5.630
brother,hate,object_verb,5.470
brother,love,object_verb,5.400
brother,sibling,is_X,7.500
brother,man,is_X,7.480
brother,boy,is_X,7.330
brother,grandfather,is_X,7.220
brother,doctor,X_is,7.640
brother,friend,X_is,6.860
brother,take,verb_phrase,3.830
brother,sister,and_or,12.630
brother,father,and_or,9.200
brother,mother,and_or,8.440
brother,dad,and_or,7.720
brother,uncle,and_or,7.480
brother,friend,and_or,7.030
brother,friend,possessor_of_x,7.600
brother,grandfather,possessor_of_x,7.380
brother,mother,possessor_of_x,7.330
brother,father,possessor_of_x,7.160
brother,watch,subject_verb,6.120
brother,fight,subject_verb,5.660
brother,sister,modified_noun,8.560
gum,pink,adjective_predicates,8.300
gum,sticky,adjective_predicates,5.770
gum,red,adjective_predicates,5.450
gum,bubble,modifiers,9.480
gum,chew,object_verb,12.490
gum,bubble,object_verb,5.730
gum,tree,X_is,5.700
gum,not,X_is,3.040
gum,chew,verb_phrase,8.210
gum,clean,verb_phrase,1.200
gum,candy,and_or,8.770
gum,cheek,and_or,7.850
gum,tongue,and_or,7.680
gum,jaw,and_or,7.210
gum,baby,possessor_of_x,6.660
gum,infant,possessor_of_x,6.110
gum,dog,possessor_of_x,4.250
gum,cat,possessor_of_x,4.130
gum,a,possessor_of_x,3.620
gum,patient,possessor_of_x,2.420
gum,child,possessor_of_x,0.290
gum,chew,subject_verb,9.330
grandfather,sick,adjective_predicates,5.050
grandfather,grandmother,modifiers,7.480
grandfather,father,modifiers,7.190
grandfather,my,modifiers,6.220
grandfather,man,is_X,4.960
grandfather,farmer,X_is,8.240
grandfather,carpenter,X_is,7.610
grandfather,captain,X_is,7.450
grandfather,grandmother,and_or,10.080
grandfather,father,and_or,9.380
grandfather,uncle,and_or,9.090
grandfather,aunt,and_or,6.930
grandfather,dad,and_or,6.700
grandfather,fight,subject_verb,5.150
grandfather,plant,subject_verb,4.710
grandfather,build,subject_verb,4.690
grandfather,buy,subject_verb,4.680
grandfather,clock,modified_noun,8.050
grandfather,uncle,modified_noun,7.890
grandfather,grandmother,modified_noun,7.040
winter,cold,adjective_predicates,10.260
winter,warm,adjective_predicates,7.350
winter,snowy,adjective_predicates,6.960
winter,cool,adjective_predicates,6.890
winter,cold,modifiers,9.340
winter,snowy,modifiers,8.100
winter,fall,modifiers,7.960
winter,wet,modifiers,7.610
winter,warm,modifiers,7.070
winter,dry,modifiers,6.580
winter,warm,object_verb,8.080
winter,come,object_verb,5.880
winter,ski,object_verb,5.750
winter,snow,object_verb,5.670
winter,weather,object_verb,5.510
winter,season,is_X,7.630
winter,summer,is_X,7.010
winter,weather,is_X,5.320
winter,plant,is_X,5.120
winter,year,is_X,4.750
winter,tree,is_X,4.250
winter,month,is_X,4.240
winter,season,X_is,10.620
winter,time,X_is,8.740
winter,cold,X_is,8.460
winter,snow,X_is,7.430
winter,summer,X_is,7.220
winter,weather,X_is,6.910
winter,spring,X_is,6.530
winter,be,verb_phrase,7.400
winter,fall,and_or,10.490
winter,summer,and_or,10.490
winter,spring,and_or,10.320
winter,season,and_or,7.350
winter,snow,and_or,6.780
winter,break,and_or,6.410
winter,weather,and_or,5.940
winter,climb,subject_verb,5.670
winter,flower,subject_verb,5.670
winter,sport,subject_verb,5.310
winter,last,subject_verb,5.250
winter,month,modified_noun,8.930
winter,break,modified_noun,8.600
winter,season,modified_noun,8.560
winter,weather,modified_noun,8.440
winter,coat,modified_noun,8.220
winter,sport,modified_noun,7.670
sand,soft,adjective_predicates,7.420
sand,white,adjective_predicates,7.150
sand,golden,adjective_predicates,6.820
sand,fine,adjective_predicates,6.020
sand,wet,adjective_predicates,6.020
sand,hot,adjective_predicates,5.690
sand,golden,modifiers,8.060
sand,desert,modifiers,7.890
sand,white,modifiers,7.620
sand,wet,modifiers,7.230
sand,soft,modifiers,7.210
sand,blow,object_verb,7.180
sand,mine,object_verb,6.770
sand,shovel,object_verb,6.710
sand,color,object_verb,6.290
sand,sink,object_verb,6.210
sand,bottom,is_X,9.360
sand,beach,is_X,7.940
sand,desert,is_X,6.770
sand,bottom,X_is,8.180
sand,white,X_is,7.870
sand,beach,X_is,6.380
sand,rock,X_is,5.720
sand,walk,verb_phrase,8.760
sand,mud,and_or,9.150
sand,sun,and_or,8.220
sand,rock,and_or,8.200
sand,stone,and_or,8.020
sand,sea,and_or,8.000
sand,beach,possessor_of_x,8.530
sand,desert,possessor_of_x,7.690
sand,mine,subject_verb,7.770
sand,fly,subject_verb,6.850
sand,stretch,subject_verb,5.860
sand,wash,subject_verb,5.700
sand,blow,subject_verb,5.580
sand,beach,modified_noun,8.520
sand,fly,modified_noun,8.050
sand,volleyball,modified_noun,7.060
race,close,adjective_predicates,6.540
race,arm,modifiers,8.730
race,horse,modifiers,7.470
race,boat,modifiers,7.030
race,win,object_verb,8.840
race,finish,object_verb,8.190
race,run,object_verb,7.610
race,watch,object_verb,6.260
race,start,object_verb,5.810
race,swim,object_verb,5.630
race,run,is_X,8.350
race,not,X_is,7.590
race,lap,X_is,7.400
race,run,X_is,7.090
race,throw,verb_phrase,4.390
race,color,and_or,8.460
race,man,possessor_of_x,7.690
race,year,possessor_of_x,7.260
race,woman,possessor_of_x,7.110
race,tomorrow,possessor_of_x,7.040
race,start,subject_verb,6.490
race,finish,subject_verb,6.030
race,car,modified_noun,7.910
race,color,modified_noun,7.560
tights,warm,adjective_predicates,1.860
tights,great,adjective_predicates,0.110
tights,ladder,object_verb,7.670
tights,foot,object_verb,5.750
tights,wear,object_verb,5.260
tights,rip,object_verb,5.140
tights,color,object_verb,4.110
tights,pull,verb_phrase,4.330
tights,skirt,and_or,7.610
tights,lady,possessor_of_x,3.340
tights,girl,possessor_of_x,1.780
tights,woman,possessor_of_x,0.460
tights,man,possessor_of_x,0.440
tights,pull,subject_verb,0.080
tights,pants,modified_noun,5.870
small,beautiful,adjective_predicates,7.610
small,big,adjective_predicates,2.650
small,great,adjective_predicates,0.360
small,too,modifiers,7.740
small,say,object_verb,0.920
small,start,object_verb,0.630
small,fit,object_verb,0.550
small,think,object_verb,0.130
small,beautiful,X_is,12.180
small,big,X_is,10.180
small,story,X_is,5.040
small,big,and_or,8.940
small,great,and_or,8.900
small,side,subject_verb,4.730
small,fit,subject_verb,3.180
crayon,pencil,modifiers,9.020
crayon,marker,modifiers,7.960
crayon,purple,modifiers,7.330
crayon,eraser,modifiers,7.140
crayon,color,object_verb,4.310
crayon,peel,object_verb,4.240
crayon,finger,is_X,8.680
crayon,brown,is_X,5.870
crayon,notebook,X_is,9.860
crayon,take,verb_phrase,2.480
crayon,pencil,and_or,9.900
crayon,marker,and_or,9.640
crayon,chalk,and_or,8.240
crayon,eraser,and_or,7.660
crayon,paint,and_or,7.590
crayon,glue,and_or,7.370
crayon,pen,and_or,7.240
crayon,draw,subject_verb,1.690
crayon,pencil,modified_noun,8.250
crayon,chalk,modified_noun,7.370
crayon,eraser,modified_noun,6.500
crayon,marker,modified_noun,6.300
drop,off,adjective_predicates,7.180
drop,table,adjective_predicates,6.680
drop,sharp,modifiers,8.090
drop,eye,modifiers,7.860
drop,squeeze,object_verb,7.010
drop,spill,object_verb,6.790
drop,morning,is_X,9.570
drop,foot,X_is,5.530
drop,wipe,verb_phrase,7.280
drop,stop,and_or,6.720
drop,bump,and_or,6.670
drop,cover,and_or,6.060
drop,pick,and_or,5.970
drop,out,subject_verb,7.210
drop,box,subject_verb,6.470
drop,ship,subject_verb,5.980
drop,count,subject_verb,5.700
drop,kick,subject_verb,5.290
drop,splash,subject_verb,5.060
drop,fall,subject_verb,5.040
drop,off,modified_noun,8.360
drop,kick,modified_noun,7.800
drop,out,modified_noun,7.530
drop,box,modified_noun,7.170
